sth_account_id,fan_id,membership_tier,tenure_years,predicted_annual_spend,churn_probability,implied_lifetime_years,clv
STH502816,TF108193,Silver,9,6721.923227855287,0.02,12.0,80663.0
STH501693,TF104959,Bronze,8,6721.792958403073,0.02,12.0,80662.0
STH503873,TF111327,Silver,7,6721.817624316777,0.02,12.0,80662.0
STH500570,TF101608,Bronze,8,6721.72227926349,0.02,12.0,80661.0
STH501483,TF104331,Bronze,4,6721.65471281234,0.02,12.0,80660.0
STH508265,TF124274,Silver,9,6721.677940717637,0.02,12.0,80660.0
STH503114,TF109048,Gold,4,6721.631281665904,0.02,12.0,80660.0
STH501011,TF102974,Bronze,7,6721.668623421568,0.02,12.0,80660.0
STH502387,TF106946,Silver,6,6721.640981053064,0.02,12.0,80660.0
STH505940,TF117685,Bronze,9,6721.608358099461,0.02,12.0,80659.0
STH501163,TF103425,Gold,7,6721.568835369516,0.02,12.0,80659.0
STH502664,TF107741,Gold,7,6721.568835369516,0.02,12.0,80659.0
STH505274,TF115676,Bronze,5,6721.623249110984,0.02,12.0,80659.0
STH505065,TF115024,Silver,6,6721.534831200672,0.02,12.0,80658.0
STH503133,TF109103,Silver,5,6721.44754459151,0.02,12.0,80657.0
STH500940,TF102742,Bronze,8,6721.452101810488,0.02,12.0,80657.0
STH504902,TF114501,Bronze,2,6721.372192853176,0.02,12.0,80656.0
STH502188,TF106385,Gold,3,6721.354034515597,0.02,12.0,80656.0
STH504090,TF111981,Bronze,2,6721.372192853176,0.02,12.0,80656.0
STH504975,TF114764,Silver,8,6721.088677300685,0.02,12.0,80653.0
STH501385,TF104055,Bronze,5,6720.925765796248,0.02,12.0,80651.0
STH505901,TF117552,Silver,3,6720.697233183053,0.02,12.0,80648.0
STH507738,TF122767,Silver,2,6720.696059166263,0.02,12.0,80648.0
STH504066,TF111918,Silver,5,6720.562341286445,0.02,12.0,80647.0
STH505247,TF115599,Gold,5,6720.594821723781,0.02,12.0,80647.0
STH505973,TF117780,Silver,5,6720.562341286445,0.02,12.0,80647.0
STH502150,TF106305,Gold,9,6720.530150081553,0.02,12.0,80646.0
STH501107,TF103242,Silver,2,6720.475756291616,0.02,12.0,80646.0
STH505045,TF114966,Silver,9,6720.359730284594,0.02,12.0,80644.0
STH503235,TF109404,Bronze,9,6720.210729389383,0.02,12.0,80643.0
STH507382,TF121802,Bronze,9,6720.210729389383,0.02,12.0,80643.0
STH507152,TF121143,Gold,8,6720.178387285636,0.02,12.0,80642.0
STH504156,TF112179,Gold,6,6720.072783747126,0.02,12.0,80641.0
STH503892,TF111390,Silver,4,6719.968286166961,0.02,12.0,80640.0
STH500522,TF101483,Gold,3,6719.88730432547,0.02,12.0,80639.0
STH503308,TF109628,Silver,3,6719.746809275523,0.02,12.0,80637.0
STH501423,TF104160,Bronze,7,6719.4678717640645,0.02,12.0,80634.0
STH506039,TF117977,Bronze,7,6719.4678717640645,0.02,12.0,80634.0
STH502320,TF106769,Silver,8,6719.260703543235,0.02,12.0,80631.0
STH506376,TF118952,Bronze,8,6719.178675767382,0.02,12.0,80630.0
STH505525,TF116449,Silver,7,6719.104447254262,0.02,12.0,80629.0
STH503546,TF110378,Silver,7,6719.104447254262,0.02,12.0,80629.0
STH503924,TF111480,Gold,3,6719.034022327874,0.02,12.0,80628.0
STH505639,TF116835,Silver,4,6719.017862259431,0.02,12.0,80628.0
STH505699,TF117008,Gold,7,6719.025209687629,0.02,12.0,80628.0
STH504546,TF113370,Bronze,8,6718.945833787408,0.02,12.0,80627.0
STH505851,TF117392,Bronze,7,6718.761647997444,0.02,12.0,80625.0
STH507247,TF121415,Silver,5,6718.546647538666,0.02,12.0,80623.0
STH504194,TF112290,Silver,5,6718.509218117987,0.02,12.0,80622.0
STH502503,TF107303,Gold,8,6718.296262671537,0.02,12.0,80620.0
STH508432,TF124781,Gold,4,6718.305075311781,0.02,12.0,80620.0
STH503197,TF109296,Gold,3,6718.223445597309,0.02,12.0,80619.0
STH501405,TF104104,Gold,6,6718.244809989675,0.02,12.0,80619.0
STH505961,TF117755,Silver,5,6718.194012622989,0.02,12.0,80618.0
STH505221,TF115501,Bronze,6,6718.092966303458,0.02,12.0,80617.0
STH503406,TF109943,Silver,9,6717.987409814662,0.02,12.0,80616.0
STH501362,TF103986,Gold,2,6718.001968705872,0.02,12.0,80616.0
STH500389,TF101088,Gold,2,6718.001968705872,0.02,12.0,80616.0
STH506308,TF118730,Silver,9,6717.9167306750805,0.02,12.0,80615.0
STH505175,TF115366,Silver,2,6717.932152795507,0.02,12.0,80615.0
STH501647,TF104819,Silver,8,6717.863074833157,0.02,12.0,80614.0
STH503358,TF109784,Gold,8,6717.709299435137,0.02,12.0,80613.0
STH505206,TF115463,Silver,2,6717.322828209691,0.02,12.0,80608.0
STH501129,TF103291,Silver,9,6717.134127817065,0.02,12.0,80606.0
STH502273,TF106613,Silver,5,6717.142940457309,0.02,12.0,80606.0
STH505649,TF116858,Silver,5,6717.142940457309,0.02,12.0,80606.0
STH507260,TF121448,Silver,9,6717.134127817065,0.02,12.0,80606.0
STH508027,TF123617,Bronze,5,6717.101287340125,0.02,12.0,80605.0
STH501058,TF103100,Silver,7,6717.051324085803,0.02,12.0,80605.0
STH502987,TF108666,Silver,8,6717.052498102593,0.02,12.0,80605.0
STH507995,TF123485,Silver,7,6716.972184229082,0.02,12.0,80604.0
STH505989,TF117831,Silver,4,6717.014613669328,0.02,12.0,80604.0
STH507780,TF122873,Silver,4,6717.014613669328,0.02,12.0,80604.0
STH503161,TF109189,Bronze,8,6716.635072271273,0.02,12.0,80600.0
STH506927,TF120487,Bronze,2,6716.590721455452,0.02,12.0,80599.0
STH501728,TF105055,Gold,4,6716.544074673688,0.02,12.0,80599.0
STH505404,TF116089,Gold,4,6716.544074673688,0.02,12.0,80599.0
STH503705,TF110835,Bronze,9,6716.446480161187,0.02,12.0,80597.0
STH502511,TF107324,Silver,8,6716.35980649039,0.02,12.0,80596.0
STH501264,TF103735,Silver,8,6716.322377069711,0.02,12.0,80596.0
STH503949,TF111567,Bronze,5,6716.278309823441,0.02,12.0,80595.0
STH506328,TF118794,Bronze,9,6716.276051864895,0.02,12.0,80595.0
STH503613,TF110562,Silver,5,6716.285666653236,0.02,12.0,80595.0
STH501559,TF104559,Bronze,8,6716.025747685457,0.02,12.0,80592.0
STH506556,TF119463,Bronze,8,6716.025747685457,0.02,12.0,80592.0
STH504036,TF111839,Bronze,8,6716.025747685457,0.02,12.0,80592.0
STH501916,TF105631,Silver,5,6715.884959252192,0.02,12.0,80591.0
STH506230,TF118492,Silver,5,6715.745311747231,0.02,12.0,80589.0
STH506583,TF119539,Silver,8,6715.662323175654,0.02,12.0,80588.0
STH507577,TF122338,Silver,7,6715.685046425126,0.02,12.0,80588.0
STH502771,TF108047,Bronze,4,6715.569253470788,0.02,12.0,80587.0
STH504408,TF112963,Gold,5,6715.582285677622,0.02,12.0,80587.0
STH503796,TF111102,Gold,8,6715.389287247413,0.02,12.0,80585.0
STH506717,TF119914,Silver,6,6715.386291340852,0.02,12.0,80585.0
STH506716,TF119910,Gold,6,6715.306483516151,0.02,12.0,80584.0
STH503509,TF110280,Silver,5,6715.135987161414,0.02,12.0,80582.0
STH503836,TF111212,Bronze,8,6714.914446291849,0.02,12.0,80579.0
STH504881,TF114447,Silver,7,6714.827772621053,0.02,12.0,80578.0
STH504815,TF114222,Gold,3,6714.729418193671,0.02,12.0,80577.0
STH501895,TF105573,Gold,6,6714.646429622095,0.02,12.0,80576.0
STH504615,TF113590,Silver,7,6714.689833261428,0.02,12.0,80576.0
STH500704,TF102016,Gold,7,6714.498396643338,0.02,12.0,80574.0
STH504485,TF113182,Bronze,9,6714.396778541135,0.02,12.0,80573.0
STH507547,TF122266,Gold,7,6714.357233625412,0.02,12.0,80572.0
STH501964,TF105762,Silver,9,6714.227152392941,0.02,12.0,80571.0
STH506203,TF118399,Silver,7,6714.287417715047,0.02,12.0,80571.0
STH505873,TF117460,Silver,8,6714.10125532153,0.02,12.0,80569.0
STH507113,TF121028,Gold,4,6714.000471177579,0.02,12.0,80568.0
STH506867,TF120345,Silver,2,6713.950545930653,0.02,12.0,80567.0
STH505640,TF116837,Bronze,5,6713.734706327334,0.02,12.0,80565.0
STH506364,TF118919,Bronze,7,6713.696669239973,0.02,12.0,80564.0
STH506292,TF118680,Silver,8,6713.558470698955,0.02,12.0,80563.0
STH503253,TF109461,Bronze,7,6713.622840127021,0.02,12.0,80563.0
STH507828,TF123008,Gold,4,6713.391146591763,0.02,12.0,80561.0
STH505293,TF115722,Gold,7,6713.211258839382,0.02,12.0,80559.0
STH502438,TF107126,Bronze,9,6713.138974822245,0.02,12.0,80558.0
STH505742,TF117114,Silver,6,6712.992311579808,0.02,12.0,80556.0
STH500922,TF102683,Silver,6,6712.992311579808,0.02,12.0,80556.0
STH503572,TF110446,Gold,2,6712.914761713655,0.02,12.0,80555.0
STH505502,TF116382,Gold,6,6712.912503755108,0.02,12.0,80555.0
STH500091,TF100271,Silver,4,6712.492651898469,0.02,12.0,80550.0
STH504593,TF113528,Silver,5,6712.4228100988985,0.02,12.0,80549.0
STH501131,TF103298,Gold,4,6712.279845198155,0.02,12.0,80547.0
STH504766,TF114085,Silver,9,6711.320176968817,0.02,12.0,80536.0
STH502850,TF108286,Bronze,8,6710.75191121947,0.02,12.0,80529.0
STH504834,TF114276,Silver,6,6710.5983318187655,0.02,12.0,80527.0
STH505225,TF115516,Silver,4,6710.591097711519,0.02,12.0,80527.0
STH506166,TF118285,Silver,9,6710.285920186755,0.02,12.0,80523.0
STH505306,TF115769,Silver,5,6709.709633036383,0.02,12.0,80517.0
STH506505,TF119335,Silver,6,6709.3420613878525,0.02,12.0,80512.0
STH507319,TF121619,Gold,7,6709.270026633195,0.02,12.0,80511.0
STH502536,TF107378,Silver,6,6708.204352057723,0.02,12.0,80498.0
STH501663,TF104868,Silver,8,6707.856237854676,0.02,12.0,80494.0
STH500634,TF101791,Gold,6,6707.4553701531795,0.02,12.0,80489.0
STH503443,TF110066,Platinum,3,6653.715936425044,0.02,12.0,79845.0
STH505813,TF117293,Silver,2,6650.816343813642,0.02,12.0,79810.0
STH507200,TF121300,Silver,2,6650.080482400693,0.02,12.0,79801.0
STH506447,TF119142,Platinum,2,6649.6118270638435,0.02,12.0,79795.0
STH507066,TF120885,Bronze,8,6648.783401876459,0.024,12.0,79785.0
STH507507,TF122148,Silver,4,6648.622588368508,0.02,12.0,79783.0
STH500045,TF100141,Silver,4,6648.622588368508,0.031,12.0,79783.0
STH506109,TF118149,Platinum,5,6648.465952406785,0.02,12.0,79782.0
STH502825,TF108230,Bronze,2,6646.103653262822,0.02,12.0,79753.0
STH505743,TF117115,Silver,8,6645.417810907064,0.02,12.0,79745.0
STH504570,TF113464,Platinum,8,6645.238144967291,0.02,12.0,79743.0
STH506944,TF120535,Platinum,7,6645.125933760502,0.02,12.0,79742.0
STH506217,TF118455,Platinum,4,6644.918224789667,0.02,12.0,79739.0
STH500147,TF100403,Platinum,5,6644.459455226578,0.02,12.0,79734.0
STH505226,TF115517,Silver,5,6644.352828132157,0.02,12.0,79732.0
STH506302,TF118710,Gold,8,6643.233012718397,0.026000000000000002,12.0,79719.0
STH503189,TF109281,Gold,3,6643.091647440947,0.02,12.0,79717.0
STH508274,TF124301,Silver,2,6643.032178186929,0.02,12.0,79716.0
STH508197,TF124108,Platinum,3,6642.933994743244,0.02,12.0,79715.0
STH501902,TF105595,Platinum,7,6642.218958336379,0.02,12.0,79707.0
STH504725,TF113931,Platinum,5,6642.136154605117,0.02,12.0,79706.0
STH500416,TF101162,Bronze,3,6641.489355228307,0.02,12.0,79698.0
STH503661,TF110718,Silver,4,6641.149948914099,0.02,12.0,79694.0
STH501942,TF105697,Bronze,7,6641.204286763782,0.02,12.0,79694.0
STH504906,TF114514,Silver,8,6641.085277271871,0.02,12.0,79693.0
STH501645,TF104816,Platinum,7,6640.457957698285,0.02,12.0,79685.0
STH503241,TF109426,Bronze,6,6639.917540032094,0.02,12.0,79679.0
STH506082,TF118099,Bronze,6,6639.7106309926585,0.02,12.0,79677.0
STH506173,TF118304,Silver,2,6639.549817484708,0.02,12.0,79675.0
STH500858,TF102507,Gold,5,6639.316913521349,0.02,12.0,79672.0
STH508094,TF123812,Silver,3,6638.820870468616,0.02,12.0,79666.0
STH505528,TF116456,Platinum,2,6638.236587634305,0.02,12.0,79659.0
STH506370,TF118935,Bronze,8,6638.252736960474,0.02,12.0,79659.0
STH502271,TF106605,Platinum,4,6638.077142099122,0.02,12.0,79657.0
STH508410,TF124722,Platinum,4,6638.077142099122,0.02,12.0,79657.0
STH506317,TF118752,Bronze,5,6637.487857700015,0.02,12.0,79650.0
STH503602,TF110531,Bronze,5,6637.487857700015,0.02,12.0,79650.0
STH503199,TF109303,Bronze,6,6637.411272009014,0.02,12.0,79649.0
STH500545,TF101538,Silver,5,6637.145550235223,0.02,12.0,79646.0
STH506868,TF120346,Bronze,2,6637.075236250198,0.02,12.0,79645.0
STH507849,TF123069,Silver,2,6636.905610102003,0.02,12.0,79643.0
STH504302,TF112613,Silver,2,6636.836640422192,0.02,12.0,79642.0
STH504702,TF113836,Bronze,6,6636.758910683923,0.02,12.0,79641.0
STH502436,TF107112,Bronze,2,6636.711886507961,0.02,12.0,79641.0
STH504958,TF114695,Platinum,9,6636.596107674954,0.02,12.0,79639.0
STH505186,TF115404,Silver,3,6636.5215114849725,0.02,12.0,79638.0
STH506024,TF117947,Silver,2,6636.3652551959985,0.02,12.0,79636.0
STH508473,TF124917,Bronze,7,6636.197740345789,0.02,12.0,79634.0
STH507019,TF120756,Platinum,6,6636.09969772216,0.02,12.0,79633.0
STH505124,TF115207,Bronze,3,6635.98293949187,0.02,12.0,79632.0
STH503811,TF111143,Bronze,8,6635.953377976831,0.02,12.0,79631.0
STH506116,TF118160,Bronze,6,6635.793417888019,0.02,12.0,79630.0
STH503690,TF110793,Silver,3,6635.636308179906,0.02,12.0,79628.0
STH503093,TF108994,Bronze,4,6635.6173422180145,0.02,12.0,79627.0
STH505595,TF116672,Bronze,8,6635.60852957777,0.02,12.0,79627.0
STH501141,TF103339,Silver,4,6635.378746390008,0.02,12.0,79625.0
STH506163,TF118272,Silver,4,6635.44771606982,0.02,12.0,79625.0
STH503741,TF110940,Bronze,7,6635.0644708719265,0.02,12.0,79621.0
STH504514,TF113289,Platinum,9,6634.947113455946,0.02,12.0,79619.0
STH504853,TF114356,Silver,9,6634.229762170855,0.02,12.0,79611.0
STH503323,TF109675,Silver,5,6634.178414147723,0.02,12.0,79610.0
STH500840,TF102445,Silver,4,6634.174710347884,0.02,12.0,79610.0
STH501564,TF104579,Silver,6,6633.989822037636,0.02,12.0,79608.0
STH504559,TF113411,Bronze,3,6633.439313809983,0.02,12.0,79601.0
STH507522,TF122195,Silver,7,6633.260875021544,0.02,12.0,79599.0
STH505506,TF116397,Bronze,7,6633.067151427502,0.02,12.0,79597.0
STH500948,TF102761,Gold,4,6632.904958804264,0.02,12.0,79595.0
STH500150,TF100416,Bronze,7,6632.896224635013,0.02,12.0,79595.0
STH500626,TF101771,Gold,8,6632.909256841848,0.02,12.0,79595.0
STH500255,TF100692,Bronze,4,6632.710366793891,0.02,12.0,79593.0
STH506384,TF118973,Bronze,2,6632.6589141120285,0.02,12.0,79592.0
STH506320,TF118762,Silver,4,6632.59659964768,0.02,12.0,79591.0
STH500408,TF101133,Bronze,8,6632.33820441141,0.02,12.0,79588.0
STH500404,TF101124,Bronze,7,6632.160363222064,0.02,12.0,79586.0
STH505847,TF117381,Gold,5,6632.10524521991,0.02,12.0,79585.0
STH500676,TF101909,Silver,4,6631.515889835671,0.02,12.0,79578.0
STH506309,TF118737,Bronze,3,6631.385620383456,0.02,12.0,79577.0
STH503752,TF110967,Silver,2,6631.410286297161,0.02,12.0,79577.0
STH503979,TF111660,Bronze,5,6631.3944565413985,0.02,12.0,79577.0
STH504973,TF114759,Bronze,3,6631.314941243874,0.02,12.0,79576.0
STH506962,TF120585,Bronze,6,6631.252472761707,0.02,12.0,79575.0
STH505655,TF116886,Bronze,3,6631.290050928522,0.02,12.0,79575.0
STH504668,TF113732,Gold,7,6631.131935834861,0.02,12.0,79574.0
STH504213,TF112336,Gold,3,6630.795900076045,0.02,12.0,79570.0
STH502202,TF106420,Gold,3,6630.795900076045,0.02,12.0,79570.0
STH507539,TF122247,Silver,5,6630.786942819579,0.02,12.0,79569.0
STH505805,TF117277,Gold,3,6630.432550333808,0.02,12.0,79565.0
STH505959,TF117746,Bronze,4,6630.31581677478,0.02,12.0,79564.0
STH500250,TF100672,Silver,3,6630.362712237665,0.02,12.0,79564.0
STH504909,TF114523,Bronze,5,6629.857047211691,0.02,12.0,79558.0
STH505950,TF117708,Silver,3,6629.775749001265,0.02,12.0,79557.0
STH502226,TF106482,Gold,3,6629.771049266019,0.02,12.0,79557.0
STH505669,TF116924,Silver,8,6629.7497812631245,0.02,12.0,79557.0
STH506626,TF119659,Silver,4,6629.6337652215725,0.02,12.0,79556.0
STH504613,TF113586,Bronze,5,6629.5868697586875,0.02,12.0,79555.0
STH501513,TF104415,Bronze,5,6629.5868697586875,0.02,12.0,79555.0
STH505094,TF115115,Bronze,9,6629.4848626434305,0.02,12.0,79554.0
STH504640,TF113647,Gold,8,6629.5177855137035,0.02,12.0,79554.0
STH504890,TF114473,Bronze,9,6629.384258756836,0.02,12.0,79553.0
STH503243,TF109433,Bronze,9,6629.405918047948,0.02,12.0,79553.0
STH500720,TF102098,Silver,8,6629.261602839091,0.02,12.0,79551.0
STH503664,TF110729,Silver,5,6629.223445248885,0.02,12.0,79551.0
STH500207,TF100562,Silver,8,6629.261602839091,0.02,12.0,79551.0
STH506646,TF119727,Bronze,9,6629.065631713431,0.02,12.0,79549.0
STH500800,TF102307,Gold,9,6629.0216804775855,0.02,12.0,79548.0
STH508380,TF124612,Bronze,3,6629.029070043092,0.02,12.0,79548.0
STH500425,TF101189,Silver,5,6628.90481820548,0.02,12.0,79547.0
STH502435,TF107109,Gold,2,6628.936498711418,0.02,12.0,79547.0
STH502385,TF106941,Silver,3,6628.853365523618,0.02,12.0,79546.0
STH500602,TF101699,Silver,3,6628.853365523618,0.02,12.0,79546.0
STH507249,TF121419,Bronze,3,6628.771337747766,0.02,12.0,79545.0
STH507389,TF121822,Bronze,3,6628.771337747766,0.02,12.0,79545.0
STH501654,TF104844,Silver,2,6628.697109234646,0.02,12.0,79544.0
STH506835,TF120256,Bronze,7,6628.469832319088,0.02,12.0,79542.0
STH504628,TF113623,Bronze,9,6628.478668477031,0.02,12.0,79542.0
STH506563,TF119484,Bronze,7,6628.399153179506,0.02,12.0,79541.0
STH506809,TF120188,Bronze,3,6628.331586728356,0.02,12.0,79540.0
STH502764,TF108024,Silver,2,6628.352260835585,0.02,12.0,79540.0
STH501792,TF105236,Silver,3,6628.238339671556,0.02,12.0,79539.0
STH505574,TF116609,Silver,7,6628.288082396178,0.02,12.0,79539.0
STH500805,TF102322,Silver,3,6628.2134493562035,0.02,12.0,79539.0
STH504974,TF114763,Bronze,4,6628.262693606322,0.02,12.0,79539.0
STH505276,TF115679,Bronze,7,6628.128975726504,0.02,12.0,79538.0
STH504124,TF112080,Gold,6,6628.074782493042,0.02,12.0,79537.0
STH501618,TF104750,Silver,3,6627.977881084833,0.02,12.0,79536.0
STH506189,TF118348,Silver,3,6627.9681622185535,0.02,12.0,79536.0
STH502841,TF108261,Bronze,4,6627.936085578833,0.02,12.0,79535.0
STH501253,TF103697,Gold,7,6627.880112011677,0.02,12.0,79535.0
STH501805,TF105280,Silver,9,6627.871154755211,0.02,12.0,79534.0
STH504671,TF113739,Bronze,4,6627.8095487517,0.02,12.0,79534.0
STH506754,TF120025,Silver,7,6627.765551216701,0.02,12.0,79533.0
STH505466,TF116275,Silver,7,6627.765551216701,0.02,12.0,79533.0
STH506989,TF120661,Gold,4,6627.579208565828,0.02,12.0,79531.0
STH508077,TF123769,Bronze,9,6627.556284999385,0.02,12.0,79531.0
STH500980,TF102874,Silver,6,6627.588907952988,0.02,12.0,79531.0
STH502395,TF106976,Silver,4,6627.509392655464,0.02,12.0,79530.0
STH500217,TF100593,Bronze,8,6627.400028710412,0.02,12.0,79529.0
STH507641,TF122503,Silver,8,6627.39797956817,0.02,12.0,79529.0
STH501503,TF104393,Bronze,8,6627.400028710412,0.02,12.0,79529.0
STH501669,TF104896,Silver,7,6627.446924173297,0.02,12.0,79529.0
STH508235,TF124206,Bronze,8,6627.400028710412,0.02,12.0,79529.0
STH506677,TF119806,Silver,5,6627.395471491434,0.02,12.0,79529.0
STH506444,TF119132,Gold,3,6627.301961415521,0.02,12.0,79528.0
STH501424,TF104162,Silver,4,6627.239215202461,0.02,12.0,79527.0
STH507781,TF122874,Silver,4,6627.239215202461,0.02,12.0,79527.0
STH505199,TF115445,Silver,8,6627.137208087203,0.02,12.0,79526.0
STH507718,TF122716,Silver,8,6627.036604200609,0.02,12.0,79524.0
STH500944,TF102754,Bronze,4,6626.896415945644,0.02,12.0,79523.0
STH500686,TF101965,Bronze,8,6626.935950048974,0.02,12.0,79523.0
STH505365,TF115952,Bronze,9,6626.941259147323,0.02,12.0,79523.0
STH506221,TF118466,Bronze,6,6626.842228994816,0.02,12.0,79522.0
STH508124,TF123883,Gold,8,6626.787815253348,0.02,12.0,79521.0
STH502516,TF107335,Gold,5,6626.771316954254,0.02,12.0,79521.0
STH505715,TF117041,Bronze,9,6626.6710816943205,0.02,12.0,79520.0
STH502914,TF108448,Bronze,9,6626.6710816943205,0.02,12.0,79520.0
STH503831,TF111202,Silver,2,6626.564846209466,0.02,12.0,79519.0
STH501112,TF103252,Silver,5,6626.510268186369,0.02,12.0,79518.0
STH506634,TF119689,Silver,9,6626.408261071112,0.02,12.0,79517.0
STH508190,TF124077,Gold,5,6626.431030619737,0.02,12.0,79517.0
STH506167,TF118291,Silver,9,6626.307657184518,0.02,12.0,79516.0
STH508203,TF124118,Gold,2,6626.223321648902,0.02,12.0,79515.0
STH508247,TF124234,Bronze,3,6626.227734251657,0.02,12.0,79515.0
STH502075,TF106072,Gold,2,6626.2330405151815,0.02,12.0,79515.0
STH508193,TF124090,Silver,8,6626.131013920804,0.02,12.0,79514.0
STH505397,TF116056,Bronze,9,6626.158656289307,0.02,12.0,79514.0
STH504498,TF113247,Bronze,7,6626.075852558045,0.02,12.0,79513.0
STH503734,TF110908,Silver,6,6626.05149862328,0.02,12.0,79513.0
STH504750,TF114006,Silver,6,6626.05149862328,0.02,12.0,79513.0
STH502052,TF106016,Gold,6,6626.042369938162,0.02,12.0,79513.0
STH501076,TF103149,Gold,6,6626.02071064705,0.02,12.0,79512.0
STH502608,TF107580,Silver,2,6625.98393217213,0.02,12.0,79512.0
STH503138,TF109117,Gold,3,6625.764552085812,0.02,12.0,79509.0
STH507867,TF123125,Gold,6,6625.702083603645,0.02,12.0,79508.0
STH507779,TF122872,Silver,9,6625.402066904712,0.02,12.0,79505.0
STH505057,TF115010,Bronze,2,6625.447334553703,0.02,12.0,79505.0
STH504060,TF111904,Gold,7,6625.392367517552,0.02,12.0,79505.0
STH503608,TF110541,Gold,7,6625.392367517552,0.02,12.0,79505.0
STH504919,TF114566,Gold,7,6625.291763630958,0.02,12.0,79504.0
STH505290,TF115717,Gold,7,6625.291763630958,0.02,12.0,79504.0
STH505228,TF115526,Bronze,8,6625.267765685232,0.02,12.0,79503.0
STH507971,TF123423,Silver,4,6625.223521454682,0.02,12.0,79503.0
STH505086,TF115086,Bronze,3,6625.147024439648,0.02,12.0,79502.0
STH507615,TF122436,Bronze,5,6625.133278704824,0.02,12.0,79502.0
STH500371,TF101034,Silver,5,6625.1872660507925,0.02,12.0,79502.0
STH504426,TF113013,Bronze,8,6625.126602667306,0.02,12.0,79502.0
STH506155,TF118255,Silver,7,6625.052374154186,0.02,12.0,79501.0
STH505789,TF117228,Bronze,2,6624.9326281164185,0.02,12.0,79499.0
STH505542,TF116499,Bronze,2,6624.9326281164185,0.02,12.0,79499.0
STH504763,TF114077,Gold,2,6624.900319513325,0.02,12.0,79499.0
STH507581,TF122347,Silver,4,6624.732947179382,0.02,12.0,79497.0
STH505671,TF116928,Gold,4,6624.765427616718,0.02,12.0,79497.0
STH502847,TF108278,Gold,4,6624.765427616718,0.02,12.0,79497.0
STH501086,TF103186,Gold,8,6624.66342050146,0.02,12.0,79496.0
STH502651,TF107706,Bronze,8,6624.686851647896,0.02,12.0,79496.0
STH503503,TF110254,Gold,8,6624.562816614865,0.02,12.0,79495.0
STH503113,TF109046,Silver,3,6624.548761389417,0.02,12.0,79495.0
STH500307,TF100850,Silver,5,6624.49457443859,0.02,12.0,79494.0
STH508021,TF123595,Bronze,2,6624.413077771641,0.02,12.0,79493.0
STH506966,TF120597,Gold,4,6624.274853341418,0.02,12.0,79491.0
STH505263,TF115649,Silver,5,6624.141939522913,0.02,12.0,79490.0
STH500491,TF101414,Gold,5,6624.0364806006255,0.02,12.0,79488.0
