sth_account_id,fan_id,churn_risk_score,reason_codes,prior_season_renewal_status
STH507981,TF123444,0.2,no dominant single factor,renewed
STH507717,TF122714,0.3,tenure,renewed
STH502862,TF108321,0.1,no dominant single factor,renewed
STH507862,TF123110,98.7,"low total spend, low game attendance",not_renewed
STH504887,TF114469,0.1,tenure,renewed
STH505965,TF117768,0.2,"tenure, few emails received",renewed
STH500591,TF101670,0.7,long gap since last game attended,renewed
STH506913,TF120454,0.1,few emails received,renewed
STH501843,TF105397,0.1,no dominant single factor,renewed
STH503736,TF110915,44.1,"low total spend, low game attendance",renewed
STH504178,TF112235,0.5,"low spend per game, few emails received",renewed
STH506278,TF118654,0.6,low email engagement,renewed
STH500118,TF100323,0.2,no dominant single factor,renewed
STH500360,TF101000,0.2,low spend per game,renewed
STH506974,TF120626,0.1,tenure,renewed
STH504220,TF112357,0.1,"low spend per game, tenure",renewed
STH505395,TF116051,0.1,few emails received,renewed
STH501604,TF104707,97.0,"low total spend, low game attendance",not_renewed
STH500535,TF101510,0.3,low email engagement,renewed
STH506754,TF120025,0.1,tenure,renewed
STH505891,TF117516,17.9,"low total spend, low spend per game",renewed
STH506774,TF120073,12.0,low game attendance,renewed
STH507583,TF122349,0.2,low spend per game,renewed
STH505906,TF117573,0.1,no dominant single factor,renewed
STH501886,TF105548,98.8,"low total spend, low game attendance",not_renewed
STH500932,TF102722,0.1,"few emails received, low spend per game",renewed
STH505614,TF116740,1.9,no dominant single factor,renewed
STH508131,TF123898,0.0,no dominant single factor,renewed
STH507414,TF121887,0.1,few emails received,renewed
STH504248,TF112474,0.3,no dominant single factor,renewed
STH505898,TF117542,0.1,low spend per game,renewed
STH504790,TF114148,5.2,"long gap since last game attended, few emails received",renewed
STH503032,TF108804,0.2,no dominant single factor,renewed
STH508277,TF124308,0.1,low spend per game,renewed
STH506987,TF120652,0.1,low email engagement,renewed
STH502971,TF108615,0.4,"low spend per game, few emails received",renewed
STH501145,TF103364,0.1,no dominant single factor,renewed
STH504984,TF114784,35.5,"low game attendance, low total spend",renewed
STH504233,TF112398,0.1,low email engagement,renewed
STH506267,TF118617,0.1,low spend per game,renewed
STH503797,TF111105,0.3,"low email engagement, long gap since last game attended",renewed
STH501757,TF105152,0.1,tenure,renewed
STH506554,TF119459,0.1,tenure,renewed
STH500743,TF102156,91.2,"low total spend, low game attendance",not_renewed
STH503938,TF111521,76.7,"low game attendance, low total spend",not_renewed
STH506004,TF117873,0.3,tenure,renewed
STH501915,TF105629,0.1,low email engagement,renewed
STH508461,TF124897,15.1,"low total spend, low game attendance",renewed
STH507098,TF120991,0.1,"few emails received, low email engagement",renewed
STH506439,TF119115,81.9,"low total spend, low game attendance",not_renewed
STH502814,TF108179,0.1,tenure,renewed
STH505538,TF116483,0.1,"low email engagement, few emails received",renewed
STH506730,TF119951,0.1,no dominant single factor,renewed
STH505044,TF114961,0.1,"long gap since last game attended, low email engagement",renewed
STH504829,TF114264,0.2,tenure,renewed
STH506121,TF118172,0.1,few emails received,renewed
STH508335,TF124491,0.1,no dominant single factor,renewed
STH504264,TF112511,0.1,no dominant single factor,renewed
STH503743,TF110942,20.7,"low game attendance, low total spend",renewed
STH508291,TF124351,0.1,tenure,renewed
STH504324,TF112678,0.1,few emails received,renewed
STH502572,TF107475,0.5,tenure,renewed
STH508486,TF124960,1.5,low spend per game,renewed
STH505028,TF114933,0.1,no dominant single factor,renewed
STH501105,TF103230,0.1,tenure,renewed
STH506211,TF118430,7.2,low game attendance,not_renewed
STH500353,TF100967,0.1,tenure,renewed
STH500376,TF101052,1.0,no dominant single factor,renewed
STH504415,TF112984,35.4,"low game attendance, low total spend",not_renewed
STH506525,TF119382,0.1,low email engagement,renewed
STH504334,TF112712,86.4,"low total spend, low game attendance",not_renewed
STH505238,TF115570,16.0,"low game attendance, low total spend",renewed
STH508180,TF124058,0.2,low spend per game,renewed
STH506721,TF119924,0.2,"tenure, low email engagement",renewed
STH505650,TF116864,0.1,low spend per game,renewed
STH501396,TF104083,0.2,"few emails received, low spend per game",renewed
STH502077,TF106078,0.1,low email engagement,renewed
STH504773,TF114109,0.2,"low email engagement, low spend per game",renewed
STH502586,TF107524,0.7,long gap since last game attended,renewed
STH500116,TF100320,0.1,tenure,renewed
STH506834,TF120253,0.1,low spend per game,renewed
STH507777,TF122862,0.1,"low spend per game, tenure",renewed
STH505737,TF117099,3.9,no dominant single factor,renewed
STH500377,TF101053,0.4,no dominant single factor,renewed
STH500688,TF101975,5.9,"low total spend, low spend per game",renewed
STH504341,TF112737,0.1,no dominant single factor,renewed
STH500413,TF101146,0.1,"low email engagement, tenure",renewed
STH504705,TF113843,0.0,tenure,renewed
STH502641,TF107673,93.7,"low total spend, low game attendance",not_renewed
STH505306,TF115769,0.1,low email engagement,renewed
STH506405,TF119030,4.4,"tenure, low spend per game",renewed
STH504293,TF112586,0.0,tenure,renewed
STH502452,TF107168,2.1,"low game attendance, long gap since last game attended",renewed
STH505560,TF116558,0.1,low spend per game,renewed
STH500071,TF100229,0.8,"low spend per game, few emails received",renewed
STH501513,TF104415,0.1,"low spend per game, tenure",renewed
STH504536,TF113345,0.2,tenure,renewed
STH500184,TF100495,55.0,"low total spend, low game attendance",not_renewed
STH501876,TF105523,2.5,few emails received,renewed
STH506264,TF118605,2.6,"few emails received, low email engagement",renewed
STH504318,TF112658,0.3,"tenure, low email engagement",renewed
STH503247,TF109446,0.3,tenure,renewed
STH504939,TF114643,1.3,low spend per game,renewed
STH500886,TF102588,0.2,"low email engagement, low spend per game",renewed
STH501489,TF104347,1.1,"low spend per game, tenure",renewed
STH508154,TF123992,0.5,long gap since last game attended,renewed
STH506023,TF117942,0.1,no dominant single factor,renewed
STH507816,TF122974,93.5,"low total spend, low game attendance",not_renewed
STH501903,TF105596,0.0,no dominant single factor,renewed
STH504485,TF113182,0.1,low spend per game,renewed
STH504241,TF112447,0.2,few emails received,renewed
STH504195,TF112292,0.2,no dominant single factor,renewed
STH505039,TF114953,0.1,low email engagement,renewed
STH503264,TF109493,0.1,"few emails received, tenure",renewed
STH505002,TF114844,0.3,"low email engagement, tenure",renewed
STH500457,TF101301,0.1,no dominant single factor,renewed
STH505977,TF117796,0.1,low spend per game,renewed
STH508166,TF124028,20.9,low game attendance,renewed
STH506277,TF118652,93.2,"low total spend, low game attendance",not_renewed
STH501107,TF103242,0.1,no dominant single factor,renewed
STH504145,TF112144,1.6,"low email engagement, low game attendance",renewed
STH505360,TF115938,0.3,"low email engagement, low spend per game",renewed
STH502360,TF106888,0.1,tenure,renewed
STH506257,TF118581,1.2,"low email engagement, few emails received",renewed
STH500543,TF101536,0.1,tenure,renewed
STH501787,TF105228,0.1,tenure,renewed
STH502273,TF106613,0.2,low spend per game,renewed
STH501709,TF105007,0.2,tenure,renewed
STH502095,TF106134,0.1,no dominant single factor,renewed
STH507237,TF121389,0.5,low email engagement,renewed
STH500432,TF101212,0.1,no dominant single factor,renewed
STH502830,TF108241,16.9,"low spend per game, long gap since last game attended",not_renewed
STH502126,TF106225,0.1,tenure,renewed
STH500330,TF100922,0.5,"low email engagement, low spend per game",renewed
STH506474,TF119238,18.0,"low game attendance, low total spend",renewed
STH507890,TF123207,0.0,no dominant single factor,renewed
STH501969,TF105771,0.1,long gap since last game attended,renewed
STH505178,TF115384,0.1,no dominant single factor,renewed
STH507037,TF120820,0.2,low email engagement,renewed
STH500002,TF100004,6.3,"long gap since last game attended, low game attendance",renewed
STH506711,TF119901,0.0,no dominant single factor,renewed
STH507768,TF122834,0.1,no dominant single factor,renewed
STH501312,TF103854,0.1,no dominant single factor,renewed
STH507191,TF121273,0.2,no dominant single factor,renewed
STH500464,TF101331,0.1,low spend per game,renewed
STH500597,TF101682,0.1,no dominant single factor,renewed
STH501856,TF105457,0.2,low spend per game,renewed
STH500999,TF102935,0.2,low email engagement,renewed
STH503100,TF109023,0.1,"few emails received, tenure",renewed
STH506571,TF119509,0.0,no dominant single factor,renewed
STH503973,TF111634,48.5,"low game attendance, low total spend",not_renewed
STH506140,TF118217,26.8,"low game attendance, low total spend",renewed
STH504472,TF113144,79.4,"low total spend, low game attendance",not_renewed
STH501215,TF103591,1.5,few emails received,renewed
STH505838,TF117365,0.1,tenure,renewed
STH504473,TF113148,0.0,long gap since last game attended,renewed
STH504531,TF113326,0.2,low spend per game,renewed
STH505886,TF117502,0.1,no dominant single factor,renewed
STH500023,TF100055,0.2,long gap since last game attended,renewed
STH501463,TF104265,0.2,tenure,renewed
STH501225,TF103607,0.1,no dominant single factor,renewed
STH505303,TF115750,0.2,low spend per game,renewed
STH501783,TF105223,0.1,no dominant single factor,renewed
STH505443,TF116209,0.3,long gap since last game attended,renewed
STH506498,TF119317,0.1,no dominant single factor,renewed
STH508438,TF124807,0.1,few emails received,renewed
STH503817,TF111159,0.1,"low spend per game, tenure",renewed
STH508352,TF124534,0.7,"few emails received, low spend per game",renewed
STH501371,TF104021,0.2,low email engagement,renewed
STH506421,TF119062,0.2,no dominant single factor,renewed
STH505298,TF115731,68.0,"low total spend, low game attendance",not_renewed
STH503764,TF110996,0.1,few emails received,renewed
STH501271,TF103761,0.3,"tenure, low spend per game",renewed
STH503154,TF109166,0.1,low spend per game,renewed
STH500044,TF100138,0.1,tenure,renewed
STH507932,TF123321,0.1,no dominant single factor,renewed
STH508095,TF123815,0.4,low email engagement,renewed
STH503723,TF110874,6.0,"low game attendance, low total spend",renewed
STH504149,TF112153,0.3,"low email engagement, long gap since last game attended",renewed
STH502589,TF107531,0.2,"low spend per game, low email engagement",renewed
STH507239,TF121392,0.3,low spend per game,renewed
STH502147,TF106297,0.2,"low spend per game, low email engagement",renewed
STH504962,TF114711,0.1,no dominant single factor,renewed
STH505323,TF115819,0.1,no dominant single factor,renewed
STH506652,TF119738,0.1,few emails received,renewed
STH502620,TF107613,0.7,tenure,renewed
STH502505,TF107308,0.1,low email engagement,renewed
STH504315,TF112653,92.5,"low total spend, low game attendance",not_renewed
STH506473,TF119235,0.1,no dominant single factor,renewed
STH503624,TF110595,0.1,"low spend per game, few emails received",renewed
STH502138,TF106265,0.2,"low spend per game, few emails received",renewed
STH500384,TF101077,0.1,low spend per game,renewed
STH503465,TF110137,0.8,few emails received,renewed
STH501622,TF104763,0.2,no dominant single factor,renewed
STH506098,TF118129,0.1,no dominant single factor,renewed
STH504098,TF112005,0.1,"low email engagement, tenure",renewed
STH502453,TF107169,0.1,tenure,renewed
STH505344,TF115899,0.1,low spend per game,renewed
STH500443,TF101257,0.9,no dominant single factor,renewed
STH508018,TF123587,4.2,tenure,renewed
STH501640,TF104799,0.1,no dominant single factor,renewed
STH502930,TF108492,0.3,"few emails received, low email engagement",renewed
STH506389,TF118987,0.3,"low email engagement, tenure",renewed
STH502863,TF108322,0.2,"tenure, low spend per game",renewed
STH503488,TF110210,1.1,no dominant single factor,renewed
STH508347,TF124525,2.3,long gap since last game attended,renewed
STH506105,TF118143,0.1,low spend per game,renewed
STH506779,TF120090,69.3,"low total spend, low game attendance",renewed
STH502472,TF107225,0.1,no dominant single factor,renewed
STH502300,TF106705,16.9,"low total spend, long gap since last game attended",renewed
STH508199,TF124113,0.3,"tenure, low spend per game",renewed
STH500060,TF100196,59.3,"low total spend, low game attendance",not_renewed
STH506678,TF119807,2.9,"few emails received, low spend per game",renewed
STH505186,TF115404,0.1,low spend per game,renewed
STH507869,TF123128,0.1,"tenure, low email engagement",renewed
STH500452,TF101291,2.3,few emails received,renewed
STH500705,TF102020,15.7,low game attendance,renewed
STH506758,TF120038,0.0,no dominant single factor,renewed
STH506749,TF120018,0.0,no dominant single factor,renewed
STH505221,TF115501,0.1,tenure,renewed
STH508257,TF124257,0.1,tenure,renewed
STH508360,TF124552,0.1,low spend per game,renewed
STH502462,TF107193,54.0,"low game attendance, low total spend",not_renewed
STH504764,TF114079,0.5,"low email engagement, low spend per game",renewed
STH506383,TF118969,0.3,no dominant single factor,renewed
STH507920,TF123298,0.1,no dominant single factor,renewed
STH503297,TF109596,0.1,low spend per game,renewed
STH506836,TF120258,0.1,tenure,renewed
STH500686,TF101965,0.1,tenure,renewed
STH503395,TF109908,0.1,low spend per game,renewed
STH502436,TF107112,0.1,few emails received,renewed
STH507541,TF122250,0.1,low email engagement,renewed
STH501628,TF104772,2.9,no dominant single factor,renewed
STH508202,TF124116,97.9,"low total spend, low game attendance",not_renewed
STH500961,TF102827,0.2,low email engagement,renewed
STH502086,TF106112,0.5,"tenure, low spend per game",renewed
STH503440,TF110054,23.4,"low game attendance, tenure",renewed
STH503926,TF111484,1.7,tenure,renewed
STH501694,TF104960,0.4,"low spend per game, tenure",renewed
STH503647,TF110668,0.1,tenure,renewed
STH508338,TF124498,0.2,"tenure, low spend per game",renewed
STH503995,TF111709,0.2,no dominant single factor,renewed
STH508436,TF124790,0.4,"low spend per game, few emails received",renewed
STH503549,TF110388,24.3,"low email engagement, tenure",not_renewed
STH500088,TF100263,0.5,low spend per game,renewed
STH506812,TF120197,0.2,few emails received,renewed
STH505112,TF115163,0.8,"long gap since last game attended, low game attendance",renewed
STH506483,TF119265,7.9,"long gap since last game attended, low email engagement",renewed
STH504476,TF113152,0.2,tenure,renewed
STH504002,TF111742,0.1,no dominant single factor,renewed
